                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     351                                      535                  5.0000000000000000E+000                  2.0000000000000000E-002                  8.5442202488922253E+007                  2.1175637380734031E+005                  1.3494867743041981E+004                  1.1319592728328064E+003                  6.1636358428393798E+000                 -2.1463748564882184E+000                  7.3344829960612282E-007                  0.0000000000000000E+000                  9.8064035251030901E-001                  1.9740460176946890E-004                  1.4845604601888341E-002                  8.4587460038809442E-004                  2.5129237964759891E-003                  4.9999862315379646E+000                  0.0000000000000000E+000                  2.9130841963522864E+000                  2.2506261951464642E-004                  1.9864694314000186E+000                  1.1046524851564906E-002                  2.6862978792188189E-002                  4.4947934112591514E-002                  1.2564584383323332E-002                  4.5737965754617765E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9999862291570221E+000                  6.1379357231723244E+000                  4.9999862117557345E+000                  6.1029090065028706E+000                  6.8517991738346158E+004                  8.4110338796166412E+004                  4.4171078867750719E+007                  1.1535582465708733E+003                  1.1535582465708735E+003                  1.6510406211160959E-025                  7.8566645317308101E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.6963978411087065E+015                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20240324" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 4.9999862315379646E+000                  6.1636358428393798E+000                  1.1319592728328064E+003                  5.7372596525655842E+002                 -9.5273469389383134E+000                  4.1305661354948580E+000                  1.4055942827084596E+013                  3.9488522029553408E+001                  1.0679814731532439E+009                  1.3390608953764929E+000                  2.4022974703484690E-001                  6.7671926117985837E-001                  7.0654007077375858E-001                  8.5000496627254185E-001                  4.8978068728780727E+002                  8.3945277968751128E+001                  1.3532174888565207E-001                  1.3532174888565207E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5544512096623171E+000                  4.3540669902785212E-029                  4.3540669902785212E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7419149171962052E-030                  0.0000000000000000E+000                 -1.3271873433665454E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276043E-003                  1.1203876416666534E-002                  2.5129237964844945E-003                  9.5710644087274672E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7915705720179172E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862315354644E+000                  6.1635317795744546E+000                  1.1319592728328062E+003                  5.8342354805758657E+002                 -9.5205550735720532E+000                  4.1315572711189343E+000                  1.4061093090908934E+013                  3.9466212432504591E+001                  1.0686531022699554E+009                  1.3366038728255618E+000                  2.3922864263337582E-001                  6.7662107294805940E-001                  7.0675450893671377E-001                  8.5000496627254185E-001                  4.9870845075004661E+002                  8.4715097307539921E+001                  1.3596125275076384E-001                  1.3596125275076384E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5730289096433800E+000                  4.4226959706167053E-029                  4.4226959706167053E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7693710507077009E-030                  0.0000000000000000E+000                 -1.3459320735556541E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276043E-003                  1.1203876416666534E-002                  2.5129237964844945E-003                  9.5710644087274694E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7903186684549471E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862315317154E+000                  6.1633781004058710E+000                  1.1319592728328062E+003                  5.9506180811128297E+002                 -9.5125853754831411E+000                  4.1327396855471061E+000                  1.4067758810168295E+013                  3.9440611125112724E+001                  1.0699159514014134E+009                  1.3336132058227248E+000                  2.3799816817577032E-001                  6.7650037676280994E-001                  7.0701818791726012E-001                  8.5000496627254185E-001                  5.0941908421256818E+002                  8.5642723898714749E+001                  1.3784508275145307E-001                  1.3784508275145307E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5940510129725363E+000                  4.5046071131103554E-029                  4.5046071131103554E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8021409280001003E-030                  0.0000000000000000E+000                 -1.3628976437332029E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276043E-003                  1.1203876416666534E-002                  2.5129237964844945E-003                  9.5710644087274683E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7888546688345059E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862315279655E+000                  6.1632272082146340E+000                  1.1319592728328064E+003                  6.1045976414666188E+002                 -9.5023332870980095E+000                  4.1342933374778585E+000                  1.4077384228270021E+013                  3.9408642289337713E+001                  1.0723341097167826E+009                  1.3295906263125312E+000                  2.3632327384864701E-001                  6.7633565567715914E-001                  7.0737819705139315E-001                  8.5000496627254185E-001                  5.2358271136898566E+002                  8.6877052777676170E+001                  1.3966396856053059E-001                  1.3966396856053059E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6197804395214321E+000                  4.6122111515446310E-029                  4.6122111515446310E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8451896638412740E-030                  0.0000000000000000E+000                 -1.3764470941467431E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276043E-003                  1.1203876416666534E-002                  2.5129237964844941E-003                  9.5710644087274683E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7869797457705548E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862315217927E+000                  6.1629846431476532E+000                  1.1319592728328064E+003                  6.2961929243452209E+002                 -9.4900096940612517E+000                  4.1362060370167359E+000                  1.4090492749738172E+013                  3.9371612130561900E+001                  1.0764129768198156E+009                  1.3245133922281920E+000                  2.3417730943675516E-001                  6.7612320545084825E-001                  7.0784278045625693E-001                  8.5000496627254185E-001                  5.4119819972583821E+002                  8.8421092708683844E+001                  1.4252672456114704E-001                  1.4252672456114704E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6489083301359955E+000                  4.7449647174909240E-029                  4.7449647174909240E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8982998749035339E-030                  0.0000000000000000E+000                 -1.3807154263649684E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276043E-003                  1.1203876416666534E-002                  2.5129237964844945E-003                  9.5710644087274694E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7847371033053381E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862315156216E+000                  6.1627488460949511E+000                  1.1319592728328064E+003                  6.5836298357183432E+002                 -9.4723667858841765E+000                  4.1390391760076959E+000                  1.4112515398634658E+013                  3.9321510700848037E+001                  1.0846776768253629E+009                  1.3167730291465323E+000                  2.3084054125370324E-001                  6.7578754743350555E-001                  7.0857739227724847E-001                  8.5000496627254185E-001                  5.6760424866666210E+002                  9.0758734905172275E+001                  1.4522756598182818E-001                  1.4522756598182818E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6868298802941624E+000                  4.9416980539624430E-029                  4.9416980539624430E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9770062279005769E-030                  0.0000000000000000E+000                 -1.3622950313464931E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276043E-003                  1.1203876416666534E-002                  2.5129237964844945E-003                  9.5710644087274705E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7815494799914124E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862315032777E+000                  6.1622959756371740E+000                  1.1319592728328064E+003                  6.9694180651337501E+002                 -9.4500966516801537E+000                  4.1427536485001681E+000                  1.4145624520755219E+013                  3.9262938956256285E+001                  1.0982287789992578E+009                  1.3066927356935820E+000                  2.2637177827940669E-001                  6.7530894525109075E-001                  7.0962612693097527E-001                  8.5000496627254185E-001                  6.0302434975836059E+002                  9.3917456755014371E+001                  1.5021113112979301E-001                  1.5021113112979301E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7294308359065527E+000                  5.2017172377442249E-029                  5.2017172377442261E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0810311076275333E-030                  0.0000000000000000E+000                 -1.3033521567023644E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276045E-003                  1.1203876416666534E-002                  2.5129237964844945E-003                  9.5710644087274683E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7775566329094904E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862314907775E+000                  6.1618602336811517E+000                  1.1319592728328064E+003                  7.5519046561585799E+002                 -9.4191925315790002E+000                  4.1482064892466699E+000                  1.4202950478714617E+013                  3.9191421644828516E+001                  1.1210974021480951E+009                  1.2930406230930054E+000                  2.2007491968475076E-001                  6.7452465111810689E-001                  7.1134793798197526E-001                  8.5000496627254185E-001                  6.5643578550962218E+002                  9.8754680106235853E+001                  1.5473435304049454E-001                  1.5473435304049454E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7775914161756106E+000                  5.5853633858586451E-029                  5.5853633858586451E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2345149538379237E-030                  0.0000000000000000E+000                 -1.1658442369269620E-002                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474884E-001                  4.1193902129486462E-003                  1.2067031330276041E-003                  1.1203876416666534E-002                  2.5129237964844941E-003                  9.5710644087274672E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7720817038411916E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 4.9999862314657779E+000                  6.1610484446434883E+000                  1.1319592728328068E+003                  8.2895028681119516E+002                 -9.3838660152409918E+000                  4.1547672458278520E+000                  1.4283700918837252E+013                  3.9122281370474354E+001                  1.1546879961949353E+009                  1.2774591789814198E+000                  2.1251210806919171E-001                  6.7345349019380307E-001                  7.1370596814239440E-001                  8.5000496627254185E-001                  7.2404419383799154E+002                  1.0490609297320360E+002                  1.6255872010978231E-001                  1.6255872010978231E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8229041931905758E+000                  6.0586885879276748E-029                  6.0586885879276748E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4238763559500649E-030                  0.0000000000000000E+000                 -9.1376589859990202E-003                  7.0000000000000007E-001                  2.9797635251168467E-005                  2.7997020236474879E-001                  4.1193902129486462E-003                  1.2067031330276043E-003                  1.1203876416666534E-002                  2.5129237964844945E-003                  9.5710644087274672E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7658825452335961E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
